Application,Part Number,Target,Clone,Metal,Reported Reactivity,Format,Technical Data Sheet,Safety Data Sheet,Sample Type,Assay Type
CyTOF (Cytometry),3153018B,Anti-Human CD32,<div>FUN-2</div>,153Eu,"Human, African Green, Baboon, Cynomolgus, Rhesus",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i12/sdn6Vjih9vNorupJkw9K8G02JIAeFaj2m.33l2PdnIQ"" target=""_blank"">PRD009-3153018B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153018C,Anti-Human CD32,<div>FUN-2</div>,153Eu,"Human, African Green, Baboon, Cynomolgus, Rhesus",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i12/sdn6Vjih9vNorupJkw9K8G02JIAeFaj2m.33l2PdnIQ"" target=""_blank"">PRD009-3153018B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153019B,Anti-Human TIGIT,<div>MBSA43</div>,153Eu,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i17/dyt7hLG8pgJLiUZaM.riBOMaS8eFltHL1k.jF0Fyct4"" target=""_blank"">PRD009-3153019B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153019C,Anti-Human TIGIT,<div>MBSA43</div>,153Eu,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i17/dyt7hLG8pgJLiUZaM.riBOMaS8eFltHL1k.jF0Fyct4"" target=""_blank"">PRD009-3153019B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153020B,Anti-Human CD185/CXCR5,<div>RF8B2</div>,153Eu,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i0Z/DX3HDsmxw36ywp_rPwObxG7gmpFbHXQC8z7aTj7jjwU"" target=""_blank"">PRD009-3153020B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153020C,Anti-Human CD185/CXCR5,<div>RF8B2</div>,153Eu,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i0Z/DX3HDsmxw36ywp_rPwObxG7gmpFbHXQC8z7aTj7jjwU"" target=""_blank"">PRD009-3153020B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153022B,Anti-Mouse CD66a/CEACAM1,<div>CC1</div>,153Eu,Mouse,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1H/owzK2zU_c7DsAo5ZIbEJRppBSEv8xztZim.3rYpNIyg"" target=""_blank"">PRD009-3153022B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153022C,Anti-Mouse CD66a/CEACAM1,<div>CC1</div>,153Eu,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1H/owzK2zU_c7DsAo5ZIbEJRppBSEv8xztZim.3rYpNIyg"" target=""_blank"">PRD009-3153022B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153023B,Anti-Human CD192/CCR2,<div>K036C2</div>,153Eu,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1b/Y0S88.0BY0UHuF0AjHtLL828jLrotWtZE2N9p7ApNl4"" target=""_blank"">PRD009-3153023B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153023C,Anti-Human CD192/CCR2,<div>K036C2</div>,153Eu,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1b/Y0S88.0BY0UHuF0AjHtLL828jLrotWtZE2N9p7ApNl4"" target=""_blank"">PRD009-3153023B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153024B,Anti-Human TCR Vα7.2 ,<div>3C10</div>,153Eu,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1g/1i75P7SSb6WKD3ITEMVndq8QoyOrUMCN_7LGYEi6LGk"" target=""_blank"">PRD009-3153024B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153024C,Anti-Human TCR Vα7.2 ,<div>3C10 </div>,153Eu,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1g/1i75P7SSb6WKD3ITEMVndq8QoyOrUMCN_7LGYEi6LGk"" target=""_blank"">PRD009-3153024B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153026B,Anti-Mouse/Human Mac-2/Galectin-3 ,<div>M3/38</div>,153Eu,"Human, Mouse",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1l/mbDrpc_jU9_ZGUi9pcePrXNqOF7bfjjNTj8K8X_loNU"" target=""_blank"">PRD009-3153026B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153026C,Anti-Mouse/Human Mac-2/Galectin-3 ,<div>M3/38</div>,153Eu,"Human, Mouse",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1l/mbDrpc_jU9_ZGUi9pcePrXNqOF7bfjjNTj8K8X_loNU"" target=""_blank"">PRD009-3153026B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153030A,Anti-Human CD194/CCR4 ,<div>L291H4</div>,153Eu,"Human, Cynomolgus Macaque",50 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1q/uBGiRxSQ7iySkt6e3nHM1wl973nHAjOjirpcTsyU.Aw"" target=""_blank"">PRD009-3153030A</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153030C,Anti-Human CD194/CCR4 ,<div>L291H4</div>,153Eu,"Human, Cynomolgus Macaque",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1q/uBGiRxSQ7iySkt6e3nHM1wl973nHAjOjirpcTsyU.Aw"" target=""_blank"">PRD009-3153030B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153031B,Anti-Mouse CD274/PD-L1,<div>MIH5</div>,153Eu,Mouse,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019qew/UiuErDuLfqdGC_SON4Om9WOAMxc9ABVHEmJsoRIuCmc"" target=""_blank"">PRD009-3153031B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3153031C,Anti-Mouse CD274/PD-L1,<div>MIH5</div>,153Eu,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019qew/UiuErDuLfqdGC_SON4Om9WOAMxc9ABVHEmJsoRIuCmc"" target=""_blank"">PRD009-3153031B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154001B,Anti-Human CD45,<div>HI30</div>,154Sm,"Human, Chimpanzee",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1r/MsTmjrEEnmDs4FBH3T1I.gD7JrHxSDsZ8fd4zaEzALw"" target=""_blank"">PRD009-3154001B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154001C,Anti-Human CD45,<div>HI30</div>,154Sm,"Human, Chimpanzee",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1r/MsTmjrEEnmDs4FBH3T1I.gD7JrHxSDsZ8fd4zaEzALw"" target=""_blank"">PRD009-3154001B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154003B,Anti-Human CD3,<div>UCHT1</div>,154Sm,"Human, Chimpanzee",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1v/Nforvkm4txjTK1eDFg9u30a6lvhjVtQ8RzF0W7CCh9o"" target=""_blank"">PRD009-3154003B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154003C,Anti-Human CD3,<div>UCHT1</div>,154Sm,"Human, Chimpanzee",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1v/Nforvkm4txjTK1eDFg9u30a6lvhjVtQ8RzF0W7CCh9o"" target=""_blank"">PRD009-3154003B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154004B,Anti-Mouse CD48,<div>HM48-1</div>,154Sm,Mouse,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i20/2uxdcGqxmBnZjSWlYbHZPuFfKLWlmz0njlPHaLc4AVs"" target=""_blank"">PRD009-3154004B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154004C,Anti-Mouse CD48,<div>HM48-1</div>,154Sm,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i20/2uxdcGqxmBnZjSWlYbHZPuFfKLWlmz0njlPHaLc4AVs"" target=""_blank"">PRD009-3154004B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154005B,Anti-Mouse TER-119,<div>TER-119</div>,154Sm,Mouse,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1h/Vjy0MO8zohPzMIdf7Tvw2MqaH9.eJZhznS8Nwf2fjx4"" target=""_blank"">PRD009-3154005B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154005C,Anti-Mouse TER-119,<div>TER-119</div>,154Sm,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1h/Vjy0MO8zohPzMIdf7Tvw2MqaH9.eJZhznS8Nwf2fjx4"" target=""_blank"">PRD009-3154005B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154006B,Anti-Mouse CD11b,<div>M1/70</div>,154Sm,"Mouse, Human, Chimpanzee, Baboon, Cynomolgus Macaque, Rhesus Macaque, Rabbit",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1s/LYuuuIhn8UN4rgBaQ_5Y1Gi8FxblM5pmAZe_N0cjbS0"" target=""_blank"">PRD009-3154006B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154006C,Anti-Mouse CD11b,<div>M1/70</div>,154Sm,"Mouse, Human, Chimpanzee, Baboon, Cynomolgus Macaque, Rhesus Macaque, Rabbit",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i1s/LYuuuIhn8UN4rgBaQ_5Y1Gi8FxblM5pmAZe_N0cjbS0"" target=""_blank"">PRD009-3154006B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154007B,Anti-Human CD163,<div>GHI/61</div>,154Sm,"Human, African Green, Cynomolgus, Rhesus",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3S/FXLGToqNSA_RpLymzMHuzotVkWBoA3vE6lZxldkBS3U"" target=""_blank"">PRD009-3154007B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154007C,Anti-Human CD163,<div>GHI/61</div>,154Sm,"Human, African Green, Cynomolgus, Rhesus",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3S/FXLGToqNSA_RpLymzMHuzotVkWBoA3vE6lZxldkBS3U"" target=""_blank"">PRD009-3154007B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154008B,Anti-Mouse CD152/CTLA-4,<div>UC10-4B9</div>,154Sm,Mouse,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3X/85jHq_kXt2q5gYhL0hihAbmKZ3KibbhDw6Blo9YMDbo"" target=""_blank"">PRD009-3154008B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154008C,Anti-Mouse CD152/CTLA-4,<div>UC10-4B9</div>,154Sm,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3X/85jHq_kXt2q5gYhL0hihAbmKZ3KibbhDw6Blo9YMDbo"" target=""_blank"">PRD009-3154008B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154009B,Anti-Human CD309/KDR,<div>7D4-6</div>,154Sm,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3c/dalvPMnhgMDFAMO5C4UxZQQqAYzjtD4ciZyrVOc4D88"" target=""_blank"">PRD009-3154009B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154009C,Anti-Human CD309/KDR,<div>7D4-6</div>,154Sm,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3c/dalvPMnhgMDFAMO5C4UxZQQqAYzjtD4ciZyrVOc4D88"" target=""_blank"">PRD009-3154009B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154010B,Anti-Human TIM-3,<div>F38-2E2</div>,154Sm,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3T/P7KO5H1Ge_RlNTNLiBGDej9chAzCS98_mWilSdZlESY"" target=""_blank"">PRD009-3154010B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154010C,Anti-Human TIM-3,<div>F38-2E2</div>,154Sm,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3T/P7KO5H1Ge_RlNTNLiBGDej9chAzCS98_mWilSdZlESY"" target=""_blank"">PRD009-3154010B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154011B,Anti-Human IL-6,<div>MQ2-13A5</div>,154Sm,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3h/klxKk3X33l1kIsmWcvAw2UTiVT_sRdMEGT_rj_0cJ1M"" target=""_blank"">PRD009-3154011B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154011C,Anti-Human IL-6,<div>MQ2-13A5</div>,154Sm,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3h/klxKk3X33l1kIsmWcvAw2UTiVT_sRdMEGT_rj_0cJ1M"" target=""_blank"">PRD009-3154011B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154012A,Anti-Mouse BATF,<div>D7C5</div>,154Sm,"Human, Mouse",50 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3m/pQAlVwhSAe_qcIFMi1Sy5R6vHy9uxSk8MPM5EBGEOJI"" target=""_blank"">PRD009-3154012A</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154012C,Anti-Mouse BATF,<div>D7C5</div>,154Sm,"Human, Mouse",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3m/pQAlVwhSAe_qcIFMi1Sy5R6vHy9uxSk8MPM5EBGEOJI"" target=""_blank"">PRD009-3154012B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154013B,Anti-Human CD84,<div>CD84.1.21</div>,154Sm,"Human, African Green, Baboon, Cynomolgus, Rhesus",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3r/QoKflTxzBkau4HYWE2GStkzHy6UH1QnMAuH2MsAhAKY"" target=""_blank"">PRD009-3154013B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154013C,Anti-Human CD84,<div>CD84.1.21</div>,154Sm,"Human, African Green, Baboon, Cynomolgus, Rhesus",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3r/QoKflTxzBkau4HYWE2GStkzHy6UH1QnMAuH2MsAhAKY"" target=""_blank"">PRD009-3154013B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154014A,Anti-Vimentin,<div>D21H3</div>,154Sm,"Rat, Mouse, Human, Monkey",50 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3w/eHobtw7T759OeqwnaB4wUd_xb7saXryvNQ2d9TzMHfA"" target=""_blank"">PRD009-3154014A</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154014C,Anti-Vimentin,<div>D21H3</div>,154Sm,"Rat, Mouse, Human, Monkey",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3w/eHobtw7T759OeqwnaB4wUd_xb7saXryvNQ2d9TzMHfA"" target=""_blank"">PRD009-3154014B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154015B,Anti-Human CD282 ,<div>TL2.1</div>,154Sm,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i41/mOkF4rN6RPEUj43eo6wWtIkMTt5CESImlrE3TgUhXyo"" target=""_blank"">PRD009-3154015B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154015C,Anti-Human CD282 ,<div>TL2.1</div>,154Sm,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i41/mOkF4rN6RPEUj43eo6wWtIkMTt5CESImlrE3TgUhXyo"" target=""_blank"">PRD009-3154015B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154016B,Anti-Human TIGIT,<div>MBSA43</div>,154Sm,Human,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3i/1xCAkXuPwjQfhlg.rZkh0QT9IfhK3RMCfNzy1MLBw5Q"" target=""_blank"">PRD009-3154016B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3154016C,Anti-Human TIGIT,<div>MBSA43</div>,154Sm,Human,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019i3i/1xCAkXuPwjQfhlg.rZkh0QT9IfhK3RMCfNzy1MLBw5Q"" target=""_blank"">PRD009-3154016B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
